source,headline,sentence
cnn_PAL,"Israeli military says hostage found dead in Gaza tunnel, ‘grave concerns’ for second captive","Yousef Al-Ziyadnah, 53, who was kidnapped during the Hamas attack on Israel on October 7, 2023, was found dead in a tunnel in the Rafah area, a statement from the Israel Defense Forces said."
cnn_PAL,Israel strikes Syria 480 times and seizes territory as Netanyahu pledges to change face of the Middle East,"That zone was established in 1974, after Israeli forces – responding to a Syrian attack – captured the Golan Heights in 1967."
cnn_PAL,Trump’s tech ties with the Middle East,nan
cnn_PAL,The US wants this to be ‘the end’ of direct Israel-Iran fire. It may be too soon to tell,"After Israel’s retaliatory strikes against Iran ended, National Security Council spokesperson Sean Savett said the White House urges “Iran to cease its attacks on Israel so that this cycle of fighting can end without further escalation.”
But Israel has not always met the demands of its American ally."
cnn_PAL,‘Tacit approval’: CNN analyst on what US sending defense system to Israel signals,2.
cnn_PAL,Netanyahu’s aggressive strategy brings political success and raft of scandal,"The left-wing Israeli Ha’aretz newspaper said in an editorial that the slew of revelations “could rival those of a mafia,” and were an attempt to “evade the judgments of the criminal justice system, the public and history.”
“We have tough enemies from the outside,” opposition leader Yair Lapid said in a statement, “but the danger from within the house, and at the heart of the most sensitive decision-making centers, is shaking the foundations of the Israeli public’s trust in the management of the war and in the handling of the most sensitive and volatile security issues.”
Domestic politics dominate the conversation in Israel even as the security chiefs insinuate their work is done – or at least, just about."
cnn_PAL,"‘Very great’ risk that Israel-Hamas truce could fall apart, warns veteran negotiator","13:32
Now playing
- Source: CNN
‘We have to speak up for justice:’ Judges from the US and Venezuela defend the rule of law
17:21
Now playing
- Source: CNN
Gutting USAID is the 'biggest gift' to America's enemies, says former congressman
09:59
Now playing
- Source: CNN
‘This will have negative implications for every American,' says Republican economist on Trump megabill
16:23
Now playing
- Source: CNN
'We don't want a stacked jury': Former CDC director on Trump health policy
13:29
Now playing
- Source: CNN
Israel isn't making any strategic gains by continuing the war in Gaza, says analyst
15:12
Now playing
- Source: CNN
'The scale of terror is growing' in Ukraine, says foreign ministry spokesperson
15:49
Now playing
- Source: CNN
‘The war has increased Iran’s rationale for having nuclear weapons,’ says arms control expert
12:02
Now playing
- Source: CNN
The regime in Iran has ‘reached a dead end’: An expert explains why
11:28
Now playing
- Source: CNN
Trump ‘can pressure Netanyahu to stop the war’ in Gaza, says Palestinian lawmaker
19:21
Now playing
- Source: CNN
US got ‘absolutely nothing in return’ for appeasing Putin, says former Swedish PM
11:46
Now playing
- Source: CNN"
CNN_UKR,Russian strike on Ukrainian hospital used to treat soldiers kills at least five,"“As a result of the overnight missile attack, there is damage in several locations in the city,” Lysak said, adding that one apartment building had been destroyed and two dozen others damaged by the strike."
CNN_UKR,‘Gone from suspicion to outright hostility’: Jeff Zeleny on Trump’s turn on Ukraine,Close
CNN_UKR,Russian influence in Africa is growing. What might Moscow want?,"‘Win-win cooperation’
A report by the World Gold Council, an international association of gold producers, puts Wagner’s earnings from its illicit gold dealings at an estimated $2.5 billion since the start of Russia’s war in Ukraine."
CNN_UKR,Video shows blast in Turkey’s capital,"A video geolocated and verified by CNN shows an explosion in Turkey's capital, Ankara, that government officials are calling a ""terror"" attack."
CNN_UKR,Trump compares Ukraine-Russia war to children’s brawl: ‘Sometimes you’re better off letting them fight’,"A timeline he offered last week for determining Putin’s seriousness in wanting an end to the war — “two weeks” — hasn’t been repeated since, and there seems to be little expectation he’ll take action when the self-imposed deadline arrives on Monday."
CNN_UKR,"Putin is convinced America is ‘nearing its end,’ exiled Russian journalist says",Your effort and contribution in providing this feedback is much appreciated.
CNN_UKR,Kurt Volker was Trump’s man in Ukraine. Why he doesn’t think Putin ‘will ever’ cut a deal to end the war,Why he doesn’t think Putin ‘will ever’ cut a deal to end the war
CNN_UKR,See how Russian state-owned networks are changing their tune on the US,nan
CNN_UKR,Why Rubio’s remarks on Ukraine are significant,"US Secretary of State, Marco Rubio, told reporters in Paris that the US could 'move on' in a matter of days if it does not appear possible to end the war in Ukraine."
CNN_UKR,"Video: Russia is ‘resistant to any kind of pressure,’ Kremlin spokesman tells CNN","On the heels of European leaders ramping up pressure on Russian President Vladimir Putin to agree to a 30-day ceasefire with Ukraine, Kremlin spokesperson Dmitry Peskov tell's CNN's Frederik Pleitgen in Moscow why the country is ""resistant to any kind of pressure."""
CNN_UKR,Ukrainians who fled war and the US communities that welcomed them fear they may be uprooted under Trump,They were forced to suddenly leave behind their life in Kyiv because of the war with Russia.
CNN_UKR,"‘Our democracy has withstood’ Kremlin interference, says Moldovan Foreign Minister",Thank You!
CNN_UKR,Hegseth speaks to NATO allies about Trump’s plan for Russia and Ukraine,US Defense Secretary Pete Hegseth ruled out NATO membership for Ukraine and said it is “unrealistic” to expect Ukraine’s borders to revert to their 2014 status before the annexation of Crimea.
CNN_UKR,"North Korea has sent 3,000 more soldiers to bolster Russia’s war on Ukraine, South Korea says","Since the war began, North Korea has also sent thousands of shipping containers of munitions or munitions-related material to Russia, and Moscow’s forces have launched North Korea-made missiles on Ukraine, according to US officials."
CNN_UKR,Ukraine wants security guarantees from the US and Europe. But will anyone step up?,It’s making incremental gains that may be accelerated if Ukraine loses critical US military hardware.
CNN_UKR,Kyiv’s incursion into Russia sends a defiant message to its Western backers: We can win this war,"In Kyiv’s view, Kursk demonstrates its military deserves continuing, faster and better support from allies because it can change the direction of the war."
CNN_UKR,How the lives of 6.8 million Ukrainian refugees remain uncertain,"Only one other mother in their block of flats came back in the early days of war, but more have since trickled home as schools reopened underground."
CNN_UKR,Stocks shrug off concerns about heightened US-Russia tensions,"“Today is a reflection of concern that, after 1,000 days, the Russia-Ukraine conflict looks like it’s getting hotter,” said Art Hogan, chief market strategist at B. Riley Wealth Management."
